collection_no,collection.authorizer,license,occurrence.genus_reso,occurrence.genus_name,occurrence.species_reso,occurrence.species_name,original.genus_reso,original.genus_name,original.species_reso,original.species_name,occurrence_no,pubyr,type_specimen,type_body_part,collection.reference_no,10_my_bin,environment
121480,M. Clapham,CC BY,,Heteromyza,n. sp.,senilis,,,,,1003662,1877,GSC 1,wing,39765,Cenozoic 4,terrestrial indet.
121480,M. Clapham,CC BY,,Pimpla,n. sp.,saxea,,,,,1002929,1877,GSC 31,exoskeleton,39765,Cenozoic 4,terrestrial indet.
121480,M. Clapham,CC BY,,Sciara,n. sp.,deperdita,,,,,1000268,1878,44,wing,39765,Cenozoic 4,terrestrial indet.
121481,M. Clapham,CC BY,n. gen.,Apanthesis,n. sp.,leuce,,,,,1069153,1889,MCZ 16354,forewing,38741,Cenozoic 3,lacustrine - large
121481,M. Clapham,CC BY,n. gen.,Prolibythea,n. sp.,florissanti,n. gen.,Barbarothea,n. sp.,florissanti,1000349,1892,,exoskeleton,38741,Cenozoic 3,lacustrine - large
121683,M. Clapham,CC BY,,Palaeoarthroteles,n. sp.,pallidus,,,,,1001153,2011,DHG201060,exoskeleton,38779,Jurassic 5,lacustrine - large
121683,M. Clapham,CC BY,,Palaeoarthroteles,n. sp.,jurassicus,,,,,1001152,2011,DHG201059,exoskeleton,38779,Jurassic 5,lacustrine - large
121709,M. Clapham,CC BY,n. gen.,Baga,n. sp.,bakharica,,,,,1001219,1992,PIN 3791/5329,wing,38785,Jurassic 4,lacustrine - large
121709,M. Clapham,CC BY,n. gen.,Shuragobia,n. sp.,altaica,,,,,1004597,1988,PIN 3791/2381,exoskeleton,38785,Jurassic 4,lacustrine - large
121710,M. Clapham,CC BY,,Syntemna,n. sp.,tele,,,,,1052367,1998,PIN 3559/10066,exoskeleton,38785,Cretaceous 3,lacustrine indet.
121710,M. Clapham,CC BY,,Palaecomoptera,n. sp.,subcosta,,,,,1052371,1998,PIN3559/10051,wing,38785,Cretaceous 3,lacustrine indet.
121710,M. Clapham,CC BY,,Baissophryganoides,n. sp.,ponomarenkoi,,,,,1001221,1992,PIN 3559/5820,wing,38785,Cretaceous 3,lacustrine indet.
121710,M. Clapham,CC BY,,Nuurcala,,popovi,,,,,1202351,2003,PIN 3559/8032,exoskeleton,38785,Cretaceous 3,lacustrine indet.
121710,M. Clapham,CC BY,,Ipsaneusidalys,n. sp.,shato,,,,,1052370,1998,PIN 3559/10047,exoskeleton,38785,Cretaceous 3,lacustrine indet.
121710,M. Clapham,CC BY,,Elisama,,parallela,,,,,1202354,2003,PIN 3559/8002,exoskeleton,38785,Cretaceous 3,lacustrine indet.
121710,M. Clapham,CC BY,,Syntemna,,sp.,,,,,1052369,1863,,,38785,Cretaceous 3,lacustrine indet.
121710,M. Clapham,CC BY,,Elisama,,tsaganica,,,,,1202353,1999,PIN 3559/8100,tegmen,38785,Cretaceous 3,lacustrine indet.
121710,M. Clapham,CC BY,,Syntemna,n. sp.,zhuzhan,,,,,1052368,1998,PIN 3559/10059,exoskeleton,38785,Cretaceous 3,lacustrine indet.
121710,M. Clapham,CC BY,,Praeblattella,,ponomarenkoi,,,,,1202352,2003,PIN 3559/8267,exoskeleton,38785,Cretaceous 3,lacustrine indet.
121711,M. Clapham,CC BY,,Prospeolepta,n. sp.,parallelimedia,,,,,1052459,1998,PIN 3559/10132,exoskeleton,38785,Cretaceous 3,lacustrine indet.
121711,M. Clapham,CC BY,,Thoracotrema,n. sp.,mongolicum,,,,,1094944,1993,PIN 3559/4571,exoskeleton,38785,Cretaceous 3,lacustrine indet.
121711,M. Clapham,CC BY,,Petropterix,n. sp.,mirabilis,,,,,1100212,2003,PIN 3559/5783,exoskeleton,38785,Cretaceous 3,lacustrine indet.
121711,M. Clapham,CC BY,,Multimodus,n. sp.,parcus,,,,,1001223,1992,PIN 3559/3908,exoskeleton,38785,Cretaceous 3,lacustrine indet.
121712,M. Clapham,CC BY,,Multimodus,,parcus,,,,,1001224,1992,PIN 3559/3908,exoskeleton,38785,Cretaceous 3,lacustrine indet.
121713,M. Clapham,CC BY,,Elisama,,parallela,,,,,1202383,2003,PIN 3559/8002,exoskeleton,38785,Cretaceous 3,lacustrine indet.
121713,M. Clapham,CC BY,,Multimodus,,parcus,,,,,1001225,1992,PIN 3559/3908,exoskeleton,38785,Cretaceous 3,lacustrine indet.
121713,M. Clapham,CC BY,,Elisama,,tsaganica,,,,,1202382,1999,PIN 3559/8100,tegmen,38785,Cretaceous 3,lacustrine indet.
121713,M. Clapham,CC BY,,Praeblattella,,ponomarenkoi,,,,,1202381,2003,PIN 3559/8267,exoskeleton,38785,Cretaceous 3,lacustrine indet.
121713,M. Clapham,CC BY,,Cretophotina,,mongolica,,,,,1202384,1993,PIN 3559/10179,forewing,38785,Cretaceous 3,lacustrine indet.
121713,M. Clapham,CC BY,,Pamparaphilius,n. sp.,mongolensis,,,,,1094925,1993,PIN 3559/4580,exoskeleton,38785,Cretaceous 3,lacustrine indet.
121713,M. Clapham,CC BY,,Petropterix,,mirabilis,,,,,1100218,2003,PIN 3559/5783,exoskeleton,38785,Cretaceous 3,lacustrine indet.
121713,M. Clapham,CC BY,,Archimesoblatta,,altera,,,,,1202380,1997,,,38785,Cretaceous 3,lacustrine indet.
121714,M. Clapham,CC BY,,Vitisma,,diffusa,,,,,1202323,2003,PIN 3559/195,tegmen,38785,Cretaceous 3,lacustrine indet.
121714,M. Clapham,CC BY,,Syntemna,,zhuzhan,,,,,1052445,1998,PIN 3559/10059,exoskeleton,38785,Cretaceous 3,lacustrine indet.
121714,M. Clapham,CC BY,,Zazicia,,innuba,,,,,1052458,1995,PIN 3064/9753,exoskeleton,38785,Cretaceous 3,lacustrine indet.
121714,M. Clapham,CC BY,,Notocupes,,elegans,,,,,1022208,1994,PIN 3559/1624,exoskeleton,38785,Cretaceous 3,lacustrine indet.
121714,M. Clapham,CC BY,,Nuurcala,,popovi,,,,,1202322,2003,PIN 3559/8032,exoskeleton,38785,Cretaceous 3,lacustrine indet.
121714,M. Clapham,CC BY,,Syntemna,,tele,,,,,1052444,1998,PIN 3559/10066,exoskeleton,38785,Cretaceous 3,lacustrine indet.
121714,M. Clapham,CC BY,,Elisama,,tsaganica,,,,,1202321,1999,PIN 3559/8100,tegmen,38785,Cretaceous 3,lacustrine indet.
121714,M. Clapham,CC BY,,Praeblattella,,ponomarenkoi,,,,,1202320,2003,PIN 3559/8267,exoskeleton,38785,Cretaceous 3,lacustrine indet.
121714,M. Clapham,CC BY,,Baissoferus,n. sp.,immemoris,,,,,1001226,1992,PIN 3559/2816,wing,38785,Cretaceous 3,lacustrine indet.
121977,M. Clapham,CC BY,,Tipula,,sp.,,,,,1002093,1758,,,38796,Cenozoic 4,crater lake
121977,M. Clapham,CC BY,,Tipula,n. sp.,carpenteri,,,,,1002092,1938,MCZ 4536,exoskeleton,38796,Cenozoic 4,crater lake
121977,M. Clapham,CC BY,,Platycheirus,n. sp.,persistens,,,,,1002095,1938,MCZ 3949,exoskeleton,38796,Cenozoic 4,crater lake
121977,M. Clapham,CC BY,,Reticulitermes,n. sp.,creedei,,,,,1002091,1938,MCZ 4472 ab,hindwing,38796,Cenozoic 4,crater lake
121977,M. Clapham,CC BY,,Raphidia,n. sp.,creedei,,,,,1182395,1936,MCZ 3639ab,exoskeleton,38796,Cenozoic 4,crater lake
121977,M. Clapham,CC BY,,Archaeochrysa,,creedei,,Palaeochrysa,,stricta,1002090,1935,MCZ 4316ab,exoskeleton,38796,Cenozoic 4,crater lake
121977,M. Clapham,CC BY,,Penthetria,n. sp.,creedensis,,Plecia,n. sp.,creedensis,1002094,1938,MCZ 4523,exoskeleton,38796,Cenozoic 4,crater lake
121978,M. Clapham,CC BY,,Tipula,,carpenteri,,,,,1002097,1938,MCZ 4536,exoskeleton,38796,Cenozoic 4,lacustrine - large
121978,M. Clapham,CC BY,,Archaeochrysa,n. sp.,creedei,,Palaeochrysa,n. sp.,creedei,1002157,1935,MCZ 4316ab,exoskeleton,38796,Cenozoic 4,lacustrine - large
121979,M. Clapham,CC BY,,Stenodictya,n. sp.,grandissima,,,,,1002141,1911,,forewing,38806,Carboniferous 5,lacustrine deltaic indet.
121979,M. Clapham,CC BY,n. gen.,Gilsonia,n. sp.,titana,,,,,913880,1909,,forewing,38806,Carboniferous 5,lacustrine deltaic indet.
121979,M. Clapham,CC BY,,Fouquea,n. sp.,lacroixi,,Fouquea,n. sp.,comstocki,1002121,1917,,forewing,38806,Carboniferous 5,lacustrine deltaic indet.
121979,M. Clapham,CC BY,,Stenodictya,informal,sp. B,,,,,1002145,1894,,,38806,Carboniferous 5,lacustrine deltaic indet.
121979,M. Clapham,CC BY,n. gen.,Fayoliella,n. sp.,elongata,,,,,1181953,1908,,forewing,38806,Carboniferous 5,lacustrine deltaic indet.
121979,M. Clapham,CC BY,n. gen.,Archaemegaptilus,n. sp.,kiefferi,,,,,1002125,1908,,hindwing,38806,Carboniferous 5,lacustrine deltaic indet.
121979,M. Clapham,CC BY,,Cyclocelis,n. sp.,elegantissima,,Cycloscelis,n. sp.,elegantissima,913888,1908,,wing,38806,Carboniferous 5,lacustrine deltaic indet.
121979,M. Clapham,CC BY,,Anthracoptilus,n. sp.,perrieri,,Homalophlebia,n. sp.,perrieri,1181957,1909,,exoskeleton,38806,Carboniferous 5,lacustrine deltaic indet.
121979,M. Clapham,CC BY,n. gen.,Meganeurula,n. sp.,selysii,n. gen.,Meganeurites,n. sp.,gracilipes,1181647,1919,,exoskeleton,38806,Carboniferous 5,lacustrine deltaic indet.
121979,M. Clapham,CC BY,,Gerarus,,fischeri,,,,,1006142,1885,MNHN.F.R51128,exoskeleton,38806,Carboniferous 5,lacustrine deltaic indet.
121979,M. Clapham,CC BY,,Sooblatta,n. sp.,jacobsi,,Dictyomylacris,n. sp.,jacobsi,1178643,1907,,exoskeleton,38806,Carboniferous 5,lacustrine deltaic indet.
121979,M. Clapham,CC BY,,Gerarus,,fischeri,,Sthenaropoda,n. sp.,fischeri,1181967,1885,MNHN.F.R51128,exoskeleton,38806,Carboniferous 5,lacustrine deltaic indet.
121979,M. Clapham,CC BY,n. gen.,Ischnoptera,n. sp.,diaphanes,,,,,1173929,2005,MNHN DHT-R11469,exoskeleton,38806,Carboniferous 5,lacustrine deltaic indet.
121979,M. Clapham,CC BY,n. gen.,Stephanastus,n. sp.,polinae,,,,,1181622,2013,MNHN A.49011,exoskeleton,38806,Carboniferous 5,lacustrine deltaic indet.
121979,M. Clapham,CC BY,,Stenodictya,n. sp.,agnita,,Microdictya,n. sp.,agnita,1002137,1908,,forewing,38806,Carboniferous 5,lacustrine deltaic indet.
121979,M. Clapham,CC BY,n. gen.,Protoblattina,n. sp.,bouvieri,,,,,913899,1909,MNHN-DHT-R52936,forewing,38806,Carboniferous 5,lacustrine deltaic indet.
121979,M. Clapham,CC BY,,Stenodictya,n. sp.,pygmaea,,,,,1002140,1911,,exoskeleton,38806,Carboniferous 5,lacustrine deltaic indet.
121979,M. Clapham,CC BY,,Meganeurina,n. sp.,confusa,,,,,913879,1919,MNHN.F.R51940,exoskeleton,38806,Carboniferous 5,lacustrine deltaic indet.
121979,M. Clapham,CC BY,,Fouquea,n. sp.,needhami,,,,,1002120,1917,,forewing,38806,Carboniferous 5,lacustrine deltaic indet.
121979,M. Clapham,CC BY,,Stenodictya,informal,sp. A,,,,,1002144,1894,,,38806,Carboniferous 5,lacustrine deltaic indet.
121979,M. Clapham,CC BY,n. gen.,Klebsiella,n. sp.,extincta,n. gen.,Klebsiella,n. sp.,exstincta,1181952,1908,,wing,38806,Carboniferous 5,lacustrine deltaic indet.
121979,M. Clapham,CC BY,,Breyeria,n. sp.,boulei,,Borrea,n. sp.,boulei,1002124,1910,,hindwing,38806,Carboniferous 5,lacustrine deltaic indet.
121979,M. Clapham,CC BY,,Paromylacris,n. sp.,thevenini,,,,,1200237,1912,,,38806,Carboniferous 5,lacustrine deltaic indet.
121979,M. Clapham,CC BY,,Stenodictya,n. sp.,fayoli,,Stenodictya,n. sp.,gaudryi,1181956,1909,,exoskeleton,38806,Carboniferous 5,lacustrine deltaic indet.
121979,M. Clapham,CC BY,n. gen.,Meganeura,n. sp.,monyi,n. gen.,Meganeurella,n. sp.,rapax,1181646,1919,MNHN.F.R52938,exoskeleton,38806,Carboniferous 5,lacustrine deltaic indet.
121979,M. Clapham,CC BY,,Sthenarocera,,pachytyloides,,,,,1020130,1885,MNHN.F.R51104-51107,exoskeleton,38806,Carboniferous 5,lacustrine deltaic indet.
121979,M. Clapham,CC BY,,Mesoptilus,,dolloi,n. gen.,Stenoneura,n. sp.,fayoli,1181642,1894,,exoskeleton,38806,Carboniferous 5,lacustrine deltaic indet.
121979,M. Clapham,CC BY,n. gen.,Hyaloptilus,n. sp.,minimus,,,,,1181962,1917,,exoskeleton,38806,Carboniferous 5,lacustrine deltaic indet.
121979,M. Clapham,CC BY,n. gen.,Palaeoedischia,n. sp.,boulei,,,,,1181295,1914,,forewing,38806,Carboniferous 5,lacustrine deltaic indet.
121979,M. Clapham,CC BY,n. gen.,Glaphyrophlebia,n. sp.,pygmaea,n. gen.,Blattinopsiella,n. sp.,pygmea,951455,1907,,wing,38806,Carboniferous 5,lacustrine deltaic indet.
121979,M. Clapham,CC BY,,Eumorphoblatta,n. sp.,boulei,,Necymylacris,n. sp.,boulei,1025615,1903,,tegmen,38806,Carboniferous 5,lacustrine deltaic indet.
121979,M. Clapham,CC BY,,Stenodictya,n. sp.,thevenini,,,,,1002139,1908,,forewing,38806,Carboniferous 5,lacustrine deltaic indet.
121979,M. Clapham,CC BY,,Caloneura,n. sp.,dawsoni,,Homaloneura,n. sp.,royeri,1020291,1911,,wing,38806,Carboniferous 5,lacustrine deltaic indet.
121979,M. Clapham,CC BY,n. gen.,Protoblattiniella,n. sp.,minutissima,,,,,1187542,1912,MNHN-F-R51518,nymph,38806,Carboniferous 5,lacustrine deltaic indet.
121979,M. Clapham,CC BY,n. gen.,Fouquea,n. sp.,superba,n. gen.,Archaecompsoneura,n. sp.,superba,1002119,1909,,hindwing,38806,Carboniferous 5,lacustrine deltaic indet.
121979,M. Clapham,CC BY,n. gen.,Laurentiaupterum,n. sp.,elegantissima,n. gen.,Laurentiaupterum,n. sp.,elegantissimum,913904,1921,MNHN-DHT-R51181,forewing,38806,Carboniferous 5,lacustrine deltaic indet.
121979,M. Clapham,CC BY,,Stenodictya,n. sp.,parisiana,,,,,1002143,1970,,hindwing,38806,Carboniferous 5,lacustrine deltaic indet.
121979,M. Clapham,CC BY,,Anhomalophlebia,n. sp.,couloni,,Homalophlebia,n. sp.,couloni,1181951,1911,,forewing,38806,Carboniferous 5,lacustrine deltaic indet.
121979,M. Clapham,CC BY,,Lycocercus,n. sp.,pictus,,Homoioptera,n. sp.,brongniarti,1002123,1911,,wing,38806,Carboniferous 5,lacustrine deltaic indet.
121979,M. Clapham,CC BY,,Microdictya,n. sp.,villeneuvei,,,,,1002147,1908,,hindwing,38806,Carboniferous 5,lacustrine deltaic indet.
121979,M. Clapham,CC BY,,Sphecoptera,n. sp.,brongniarti,,,,,913886,1908,,exoskeleton,38806,Carboniferous 5,lacustrine deltaic indet.
121979,M. Clapham,CC BY,,Archaeacridites,n. sp.,elegantissima,,,,,1181955,1909,,exoskeleton,38806,Carboniferous 5,lacustrine deltaic indet.
121979,M. Clapham,CC BY,,Phyloblatta,n. sp.,gaudryi,,Etoblattina,n. sp.,gaudryi,1007521,1903,MNHN.F.R51454,exoskeleton,38806,Carboniferous 5,lacustrine deltaic indet.
121979,M. Clapham,CC BY,,Pseudooedischia,,sellardsi,n. gen.,Oedischia,n. sp.,filholi,1181606,1885,MNHN.F.R51317,wing,38806,Carboniferous 5,lacustrine deltaic indet.
121979,M. Clapham,CC BY,,Protoperla,n. sp.,boltoni,,,,,1181961,1917,MNHN-DHT-R51417,hindwing,38806,Carboniferous 5,lacustrine deltaic indet.
121979,M. Clapham,CC BY,n. gen.,Dictyoptilus,n. sp.,peromapteroides,n. gen.,Cockerellia,n. sp.,peromapteroides,1020310,1908,,wing,38806,Carboniferous 5,lacustrine deltaic indet.
121979,M. Clapham,CC BY,,Phyloblatta,n. sp.,henneni,,Etoblattina,n. sp.,henneni,1181294,1914,,tegmen,38806,Carboniferous 5,lacustrine deltaic indet.
121979,M. Clapham,CC BY,,Homaloptila,n. sp.,similis,,Homaloneura,n. sp.,similis,1020133,1911,MNHN-DHT-R51192,wing,38806,Carboniferous 5,lacustrine deltaic indet.
121979,M. Clapham,CC BY,,Gerarus,n. sp.,fischeri,,Sthenaropoda,n. sp.,lerichei,1181968,1917,,exoskeleton,38806,Carboniferous 5,lacustrine deltaic indet.
121979,M. Clapham,CC BY,,Diaphanoptera,n. sp.,munieri,,Diaphanoptera,n. sp.,superba,913898,1908,MNHN-LP-R 51196,exoskeleton,38806,Carboniferous 5,lacustrine deltaic indet.
121979,M. Clapham,CC BY,,Blattinopsis,n. sp.,perrieri,,,,,1187541,1912,MNHN-F-R53329,,38806,Carboniferous 5,lacustrine deltaic indet.
121979,M. Clapham,CC BY,,Stenodictya,n. sp.,klebsi,,Microdictya,n. sp.,klebsi,1002142,1908,,hindwing,38806,Carboniferous 5,lacustrine deltaic indet.
121979,M. Clapham,CC BY,,Ctenoptilus,n. sp.,elongatus,,Homalophlebia,n. sp.,trouessarti,1181950,1911,MNHN DHT-R51392,exoskeleton,38806,Carboniferous 5,lacustrine deltaic indet.
121979,M. Clapham,CC BY,,Homoioptera,n. sp.,gigantea,,,,,1002122,1902,,forewing,38806,Carboniferous 5,lacustrine deltaic indet.
121979,M. Clapham,CC BY,,Microdictya,n. sp.,lacroixi,,,,,1002146,1910,,hindwing,38806,Carboniferous 5,lacustrine deltaic indet.
121979,M. Clapham,CC BY,n. gen.,Gerarus,n. sp.,bruesi,n. gen.,Archaeacridites,n. sp.,bruesi,1181954,1909,,forewing,38806,Carboniferous 5,lacustrine deltaic indet.
121979,M. Clapham,CC BY,,Lithoptilus,n. sp.,boulei,,Archaeoptilus,n. sp.,boulei,1002126,1908,,hindwing,38806,Carboniferous 5,lacustrine deltaic indet.
121979,M. Clapham,CC BY,,Mischoptera,,nigra,,,,,1181960,1885,MNHN.F.R51049,exoskeleton,38806,Carboniferous 5,lacustrine deltaic indet.
121979,M. Clapham,CC BY,,Cockerelliella,n. sp.,sepulta,,,,,1020309,1910,,forewing,38806,Carboniferous 5,lacustrine deltaic indet.
121979,M. Clapham,CC BY,n. gen.,Roomeria,n. sp.,carbonaria,,,,,1181293,1914,,wing,38806,Carboniferous 5,lacustrine deltaic indet.
121979,M. Clapham,CC BY,n. gen.,Foriria,n. sp.,maculata,,,,,913893,1908,,exoskeleton,38806,Carboniferous 5,lacustrine deltaic indet.
121979,M. Clapham,CC BY,n. gen.,Bouleites,n. sp.,latipennis,,,,,1181966,1917,MNHN DHT-R51241,exoskeleton,38806,Carboniferous 5,lacustrine deltaic indet.
121979,M. Clapham,CC BY,,Stenodictya,n. sp.,vasseuri,,,,,1181971,1914,,exoskeleton,38806,Carboniferous 5,lacustrine deltaic indet.
121979,M. Clapham,CC BY,,Stenodictya,n. sp.,fayoli,,,,,1002138,1909,,,38806,Carboniferous 5,lacustrine deltaic indet.
121980,M. Clapham,CC BY,,Stenodictya,n. sp.,laurentiauxi,,,,,1002156,1970,,exoskeleton,38805,Carboniferous 5,lacustrine deltaic indet.
122010,M. Clapham,CC BY,,Doryctes,n. sp.,conjectus,,,,,1146615,1938,,exoskeleton,38815,Cenozoic 4,lacustrine - large
122010,M. Clapham,CC BY,?,Idiocerus,,sp.,,,,,1192677,1834,,,38815,Cenozoic 4,lacustrine - large
122010,M. Clapham,CC BY,,Sciara,n. sp.,bicolora,,Lycoria,n. sp.,bicolora,1191800,1944,,exoskeleton,38815,Cenozoic 4,lacustrine - large
122010,M. Clapham,CC BY,,Culicoides,n. sp.,austerus,,,,,1191844,1944,,exoskeleton,38815,Cenozoic 4,lacustrine - large
122010,M. Clapham,CC BY,?,Sepsis,n. sp.,bicolorata,,,,,1021760,1940,,exoskeleton,38815,Cenozoic 4,lacustrine - large
122010,M. Clapham,CC BY,?,Nyctibora,n. sp.,elongata,,,,,1002270,1939,,tegmen,38815,Cenozoic 4,lacustrine - large
122010,M. Clapham,CC BY,,Neurotelia,n. sp.,landrocki,,,,,1146011,1944,,exoskeleton,38815,Cenozoic 4,lacustrine - large
122010,M. Clapham,CC BY,,Bibio,n. sp.,comosella,,,,,1191565,1943,,exoskeleton,38815,Cenozoic 4,lacustrine - large
122010,M. Clapham,CC BY,,Sphex,n. sp.,obscura,,,,,1146211,1936,,forewing,38815,Cenozoic 4,lacustrine - large
122010,M. Clapham,CC BY,sensu lato,Encyrtus,n. sp.,clavicornis,,,,,1146639,1938,,exoskeleton,38815,Cenozoic 4,lacustrine - large
122010,M. Clapham,CC BY,,Berosus,n. sp.,morticinus,,Berosus,n. sp.,capitatus,929702,1939,LACMIP 3887,exoskeleton,38815,Cenozoic 4,lacustrine - large
122010,M. Clapham,CC BY,,Anisops,,heydeni,,Soevenia,,heydeni,1193107,1881,,exoskeleton,38815,Cenozoic 4,lacustrine - large
122010,M. Clapham,CC BY,,Ceratopogon,informal,pupa 6,,,,,1191824,1803,,,38815,Cenozoic 4,lacustrine - large
122010,M. Clapham,CC BY,sensu lato,Dolichopus,n. sp.,scitus,,,,,1021740,1940,,exoskeleton,38815,Cenozoic 4,lacustrine - large
122010,M. Clapham,CC BY,,Oligosaldina,n. sp.,rhenana,,,,,1193306,1950,,exoskeleton,38815,Cenozoic 4,lacustrine - large
122010,M. Clapham,CC BY,,Plecia,informal,sp. 5,,,,,1191545,1823,,,38815,Cenozoic 4,lacustrine - large
122010,M. Clapham,CC BY,,Angitia,n. sp.,nigra,,,,,1146191,1936,,exoskeleton,38815,Cenozoic 4,lacustrine - large
122010,M. Clapham,CC BY,?,Hodiernocynips,n. sp.,spiniger,?,Figites,n. sp.,spiniger,1146619,1938,,exoskeleton,38815,Cenozoic 4,lacustrine - large
122010,M. Clapham,CC BY,,Deltocephalus,n. sp.,robustus,,,,,1192681,1950,,exoskeleton,38815,Cenozoic 4,lacustrine - large
122010,M. Clapham,CC BY,,Sciara,n. sp.,melanopa,,Lycoria,n. sp.,melanopa,1191804,1944,,exoskeleton,38815,Cenozoic 4,lacustrine - large
122010,M. Clapham,CC BY,,Stratiomyia,,sp.,,,,,1021720,1838,,,38815,Cenozoic 4,lacustrine - large
122010,M. Clapham,CC BY,,Culicoides,n. sp.,abbreviatipennis,,,,,1191848,1944,,exoskeleton,38815,Cenozoic 4,lacustrine - large
122010,M. Clapham,CC BY,,Leria,n. sp.,bauckhorni,,,,,1021764,1914,,exoskeleton,38815,Cenozoic 4,lacustrine - large
122010,M. Clapham,CC BY,,Ulmeriella,n. sp.,bauckhorni,,Ulmeriella,n. sp.,rottensis,1002274,1930,,,38815,Cenozoic 4,lacustrine - large
122010,M. Clapham,CC BY,,Mycomya,n. sp.,reisingeri,,Mycomyia,n. sp.,reisingeri,1146015,1944,,exoskeleton,38815,Cenozoic 4,lacustrine - large
122010,M. Clapham,CC BY,,Bibio,n. sp.,spadicea,,,,,1191569,1943,,exoskeleton,38815,Cenozoic 4,lacustrine - large
122010,M. Clapham,CC BY,,Paleotramea,,cellulosa,,,,,1187618,1863,,exoskeleton,38815,Cenozoic 4,lacustrine - large
122010,M. Clapham,CC BY,?,Hyalesthes,n. sp.,rottensis,,,,,1192661,1950,,exoskeleton,38815,Cenozoic 4,lacustrine - large
122010,M. Clapham,CC BY,n. gen.,Diapriites,n. sp.,insignicornis,,,,,1146643,1938,,exoskeleton,38815,Cenozoic 4,lacustrine - large
122010,M. Clapham,CC BY,,Corixa,informal,sp 4,,,,,1193111,1762,,,38815,Cenozoic 4,lacustrine - large
122010,M. Clapham,CC BY,,Ceratopogon,informal,pupa 2,,,,,1191828,1803,,,38815,Cenozoic 4,lacustrine - large
122010,M. Clapham,CC BY,?,Xanthochlorus,n. sp.,tenellus,,,,,1021744,1940,,exoskeleton,38815,Cenozoic 4,lacustrine - large
122010,M. Clapham,CC BY,,Calocoris,n. sp.,antennatus,,,,,1193310,1950,,exoskeleton,38815,Cenozoic 4,lacustrine - large
122010,M. Clapham,CC BY,,Plecia,informal,sp. 9,,,,,1191549,1823,,,38815,Cenozoic 4,lacustrine - large
122010,M. Clapham,CC BY,,Hecabolus,n. sp.,gladiator,,,,,1146195,1936,,exoskeleton,38815,Cenozoic 4,lacustrine - large
122010,M. Clapham,CC BY,,Nothochrysa,n. sp.,praeclara,,Notochrysa,n. sp.,praeclara,1162720,1936,,wing,38815,Cenozoic 4,lacustrine - large
122010,M. Clapham,CC BY,sensu lato,Pteromalus,n. sp.,defossus,,,,,1146623,1938,,exoskeleton,38815,Cenozoic 4,lacustrine - large
122010,M. Clapham,CC BY,?,Deltocephalus,n. sp.,pennatus,,,,,1192685,1950,,exoskeleton,38815,Cenozoic 4,lacustrine - large
122010,M. Clapham,CC BY,,Sciara,n. sp.,laticornis,,Lycoria,n. sp.,laticornis,1191808,1944,,exoskeleton,38815,Cenozoic 4,lacustrine - large
122010,M. Clapham,CC BY,,Eulalia,informal,sp 1 larva,,,,,1021724,1800,,,38815,Cenozoic 4,lacustrine - large
122010,M. Clapham,CC BY,sensu lato,Opomyza,n. sp.,pelidua,,,,,1021768,1940,,exoskeleton,38815,Cenozoic 4,lacustrine - large
122010,M. Clapham,CC BY,"""",Reticulitermes,n. sp.,holmgreni,"""",Termes,n. sp.,blandus,1002278,1939,,forewing,38815,Cenozoic 4,lacustrine - large
122010,M. Clapham,CC BY,,Syromastes,n. sp.,punctiventris,,,,,1193360,1950,,exoskeleton,38815,Cenozoic 4,lacustrine - large
122010,M. Clapham,CC BY,,Mycomya,n. sp.,unicolor,,Mycomyia,n. sp.,unicolor,1146019,1944,,exoskeleton,38815,Cenozoic 4,lacustrine - large
122010,M. Clapham,CC BY,,Bibio,informal,sp 2,,,,,1191573,1762,,,38815,Cenozoic 4,lacustrine - large
122010,M. Clapham,CC BY,sensu lato,Trigonalys,n. sp.,bischoffi,,,,,1146603,1938,,exoskeleton,38815,Cenozoic 4,lacustrine - large
122010,M. Clapham,CC BY,?,Paropia,n. sp.,fortivenosa,,,,,1192665,1950,,exoskeleton,38815,Cenozoic 4,lacustrine - large
122010,M. Clapham,CC BY,n. gen.,Scelionites,n. sp.,capitatus,,,,,1146647,1938,,exoskeleton,38815,Cenozoic 4,lacustrine - large
122010,M. Clapham,CC BY,,Serromyia,n. sp.,alphea,,Serromyia,n. sp.,spinofemorata,1191832,1944,,exoskeleton,38815,Cenozoic 4,lacustrine - large
122010,M. Clapham,CC BY,,Opetia,n. sp.,atra,,,,,1021748,1940,,exoskeleton,38815,Cenozoic 4,lacustrine - large
122010,M. Clapham,CC BY,,Lygaeosoma,n. sp.,wagneri,,,,,1193314,1950,,exoskeleton,38815,Cenozoic 4,lacustrine - large
122010,M. Clapham,CC BY,,Polyxena,n. sp.,calcarata,,,,,1145999,1944,,exoskeleton,38815,Cenozoic 4,lacustrine - large
122010,M. Clapham,CC BY,,Plecia,informal,sp. 13,,,,,1191553,1823,,,38815,Cenozoic 4,lacustrine - large
122010,M. Clapham,CC BY,n. gen.,Palaeoblacus,n. sp.,aculeatus,,,,,1146199,1936,,exoskeleton,38815,Cenozoic 4,lacustrine - large
122010,M. Clapham,CC BY,,Neuronia,n. sp.,excellenta,,,,,1162724,1936,,wing,38815,Cenozoic 4,lacustrine - large
122010,M. Clapham,CC BY,sensu lato,Pteromalus,n. sp.,abdominalis,,,,,1146627,1938,,exoskeleton,38815,Cenozoic 4,lacustrine - large
