collection_no,collection.authorizer,license,occurrence.genus_reso,occurrence.genus_name,occurrence.species_reso,occurrence.species_name,original.genus_reso,original.genus_name,original.species_reso,original.species_name,type_specimen,type_body_part,collection.reference_no,10_my_bin
23095,H. Sims,,,Shurabia,n. sp.,aleda,,Fletchitzia,n. sp.,aleda,PRE/F 19623,forewing,6624,Triassic 3
23095,H. Sims,,,Fletchitzia,,picturata,,,,,BP/2/20997,forewing,6624,Triassic 3
23131,H. Sims,,,Voliopus,n. sp.,margueritae,,,,,PRE/F 22342,forewing,6624,Triassic 3
23131,H. Sims,,,Fletchitzia,,sp.,,,,,,,6624,Triassic 3
23133,H. Sims,,,Afrohagla,,sp.,,,,,,,6624,Triassic 3
23134,H. Sims,,n. gen.,Afristella,n. sp.,delicatula,,,,,C-K.K. I 9,forewing,6624,Triassic 3
23142,H. Sims,,,Tennentsia,n. sp.,protuberans,,Dysmorphoptiloides,n. sp.,protuberans,C-Dt II 342,wing,6624,Triassic 3
23142,H. Sims,,n. gen.,Euchauliodes,n. sp.,distinctus,,,,,C-Dt II 2,forewing,6624,Triassic 3
23142,H. Sims,,,Gryllacrimima,n. sp.,johnski,,,,,BP/2/4533,forewing,6624,Triassic 3
23142,H. Sims,,aff.,Afrohagla,,contorta,,,,,C-Dt II 351,forewing,6624,Triassic 3
23142,H. Sims,,,Triassoblatta,,robusta,,,,,C-As I 160,tegmen,6624,Triassic 3
23142,H. Sims,,,Afrohagla,n. sp.,contorta,,Hagla,n. sp.,contorta,C-Dt II 351,forewing,6624,Triassic 3
23142,H. Sims,,,Dordrechtia,,sp.,,,,,,,6624,Triassic 3
23142,H. Sims,,n. gen.,Prosbolomorpha,n. sp.,clara,,,,,C-Dt II 3,wing,6624,Triassic 3
23142,H. Sims,,,Fletchitzia,,picturata,,,,,BP/2/20997,forewing,6624,Triassic 3
23142,H. Sims,,,Afrohagla,,contorta,,,,,C-Dt II 351,forewing,6624,Triassic 3
23142,H. Sims,,,Ademosyne,,speciosa,,,,,N-U.U. 1206ab,elytra,6624,Triassic 3
23142,H. Sims,,,Dordrechtia,,robusta,,,,,C-Dt II 792ab,forewing,6624,Triassic 3
23142,H. Sims,,,Samaroblatta,,sp.,,,,,,,6624,Triassic 3
23142,H. Sims,,n. gen.,Moltenia,n. sp.,rieki,,,,,PRE/F 10438,forewing,6624,Triassic 3
23142,H. Sims,,,Mesorthopteron,n. sp.,similis,,,,,C-Dt II 354,wing,6624,Triassic 3
23142,H. Sims,,,Gryllacrimima,,sp.,,,,,,,6624,Triassic 3
23143,H. Sims,,,Dordrechtia,n. sp.,aasvoelbergensis,,,,,PRE/F 1021,forewing,6624,Triassic 3
23170,H. Sims,,,Fletchitzia,n. sp.,picturata,,Fletchizia,n. sp.,picturata,BP/2/20997,forewing,6624,Triassic 3
23170,H. Sims,,,Lutheria,,dewetii,,,,,PRE/F 10640,forewing,6624,Triassic 3
23259,H. Sims,,,Fletchitzia,,picturata,,,,,BP/2/20997,forewing,6624,Triassic 3
23259,H. Sims,,,Afrohagla,,sp.,,,,,,,6624,Triassic 3
23261,H. Sims,,,Moltenocupes,,townrowi,,,,,BMNH In 59334,exoskeleton,6624,Triassic 3
23263,H. Sims,,n. gen.,Lutheria,n. sp.,dewetii,,,,,PRE/F 10640,forewing,6624,Triassic 3
23317,H. Sims,,,Triassoblatta,n. sp.,robusta,,,,,C-As I 160,tegmen,6624,Triassic 3
23793,H. Sims,,,Isonychia,,sp.,,,,,,,6760,Cenozoic 4
24201,H. Sims,,,Agrypnus,informal,sp 1,,,,,,,6814,Cenozoic 2
24201,H. Sims,,,Macropunctum,,meunieri,,,,,,,6814,Cenozoic 2
24201,H. Sims,,,Agrypnus,informal,sp 3,,,,,,,6814,Cenozoic 2
24201,H. Sims,,,Macropunctum,,rebugense,,,,,SMF MeI 1145,exoskeleton,6814,Cenozoic 2
24201,H. Sims,,,Agrypnus,informal,sp 5,,,,,,,6814,Cenozoic 2
24201,H. Sims,,,Macropunctum,,angustiscutellum,,,,,SMF MeI 2571,exoskeleton,6814,Cenozoic 2
24201,H. Sims,,,Agrypnus,,sp.,,,,,,,6814,Cenozoic 2
24201,H. Sims,,,Macropunctum,,messelense,,,,,,,6814,Cenozoic 2
24201,H. Sims,,,Agrypnus,informal,sp 2,,,,,,,6814,Cenozoic 2
24201,H. Sims,,,Macropunctum,,eocaenicum,,,,,,,6814,Cenozoic 2
24201,H. Sims,,,Agrypnus,informal,sp 4,,,,,,,6814,Cenozoic 2
24201,H. Sims,,,Macropunctum,,senckenbergi,,,,,SMF MeI 297,exoskeleton,6814,Cenozoic 2
24201,H. Sims,,,Agrypnus,informal,sp 6,,,,,,,6814,Cenozoic 2
24201,H. Sims,,,Macropunctum,,angulosum,,,,,SMF MeI 4120,exoskeleton,6814,Cenozoic 2
24701,A. Rees,,,Chauliodites,,picteti,n. gen.,Triadosialis,n. sp.,zinkeni,,wing,6929,Triassic 1
26765,B. Tiffney,,,Typhaeus,,sp.,,,,,,,7397,
26765,B. Tiffney,,,Hydrobiomorpha,,enspelense,,,,,,,7397,
26765,B. Tiffney,,?,Ictinogomphus,,sp.,,,,,,,7397,
27179,B. Tiffney,,n. gen.,Mioedipoda,n. sp.,reisereri,,,,,UCMP151416,exoskeleton,7518,Cenozoic 5
28006,J. Alroy,CC BY,,Zygadenia,n. sp.,viridis,,,,,MCCMLH 1805,exoskeleton,7671,Cretaceous 2
28006,J. Alroy,CC BY,,Leptotarsus,n. sp.,contractus,,,,,MCCM LH 15419,exoskeleton,7671,Cretaceous 2
28006,J. Alroy,CC BY,n. gen.,Triangulochrysopa,n. sp.,sanzi,,,,,LH-8110a/b,exoskeleton,7671,Cretaceous 2
28006,J. Alroy,CC BY,n. gen.,Hispanoclavina,n. sp.,diazromerali,,,,,LH16264,exoskeleton,7671,Cretaceous 2
28006,J. Alroy,CC BY,n. gen.,Iberoaeschnidium,n. sp.,conquensis,,,,,LH-083-R,hindwing,7671,Cretaceous 2
28006,J. Alroy,CC BY,,Zygadenia,n. sp.,longicoxa,,,,,MCCM LH 928030,exoskeleton,7671,Cretaceous 2
28006,J. Alroy,CC BY,,Tachinymphes,n. sp.,paicheleri,,,,,LH-18576,exoskeleton,7671,Cretaceous 2
28006,J. Alroy,CC BY,n. gen.,Hoyaclava,n. sp.,buscalionae,,,,,LH24508,exoskeleton,7671,Cretaceous 2
28006,J. Alroy,CC BY,,Chresmoda,,aquatica,,,,,LP-94-IEI,exoskeleton,7671,Cretaceous 2
28006,J. Alroy,CC BY,,Sinaeschnidia,n. sp.,martinezdelclosi,,,,,LH 17332,wing,7671,Cretaceous 2
28006,J. Alroy,CC BY,,Priacma,n. sp.,sanzii,,,,,MCCM LH 24524,exoskeleton,7671,Cretaceous 2
28006,J. Alroy,CC BY,n. gen.,Nanochrysopa,n. sp.,pumilio,,,,,LH-13217,exoskeleton,7671,Cretaceous 2
28006,J. Alroy,CC BY,n. gen.,Martynopsis,n. sp.,laticollis,,,,,LH-21091,exoskeleton,7671,Cretaceous 2
28006,J. Alroy,CC BY,,Archaeoscolia,n. sp.,hispanica,,,,,LH-13827,exoskeleton,7671,Cretaceous 2
28006,J. Alroy,CC BY,,Tetraphalerus,n. sp.,ponomarenkoi,,,,,MCCM LH 78,exoskeleton,7671,Cretaceous 2
28006,J. Alroy,CC BY,,Leptotarsus,n. sp.,ibericus,,,,,MCCM LH 28206,exoskeleton,7671,Cretaceous 2
28006,J. Alroy,CC BY,,Zygadenia,n. sp.,diazromerali,,,,,MCCM LH 12001,exoskeleton,7671,Cretaceous 2
28006,J. Alroy,CC BY,,Kareninoides,n. sp.,inexpectus,,Armandochrysopa,n. sp.,inexpecta,LH-18575,exoskeleton,7671,Cretaceous 2
28006,J. Alroy,CC BY,,Hispanoclavina,n. sp.,gratshevi,,,,,LH15961,exoskeleton,7671,Cretaceous 2
28006,J. Alroy,CC BY,n. gen.,Megacoptoclava,n. sp.,longiurogomphia,,,,,LH-1263,nymph,7671,Cretaceous 2
28006,J. Alroy,CC BY,,Zygadenia,n. sp.,siniestri,,,,,MCCM LH 23515,exoskeleton,7671,Cretaceous 2
28006,J. Alroy,CC BY,,Tachinymphes,n. sp.,penalveri,,,,,LH-18585,exoskeleton,7671,Cretaceous 2
28006,J. Alroy,CC BY,,Zygadenia,,martinclosas,,,,,IEI LC 2663,exoskeleton,7671,Cretaceous 2
28006,J. Alroy,CC BY,n. gen.,Ovonectes,n. sp.,pilosum,,,,,LH23853,exoskeleton,7671,Cretaceous 2
28006,J. Alroy,CC BY,,Cretoscolia,n. sp.,conquensis,,,,,LH-17331,forewing,7671,Cretaceous 2
28006,J. Alroy,CC BY,,Anaglyphites,n. sp.,zherikhini,,,,,MCCM LH 15122,exoskeleton,7671,Cretaceous 2
28006,J. Alroy,CC BY,n. gen.,Chimerochrysopa,n. sp.,incerta,,,,,LH-18588,hindwing,7671,Cretaceous 2
28006,J. Alroy,CC BY,,Leptotarsus,n. sp.,buscalioniae,,,,,MCCM LH 35088,exoskeleton,7671,Cretaceous 2
28006,J. Alroy,CC BY,,Distenorrhinus,n. sp.,xavieri,,Distenorrhinus,n. sp.,xavieri,LH-17330,exoskeleton,7671,Cretaceous 2
28006,J. Alroy,CC BY,,Allopterus,n. sp.,mayorgai,,,,,LH-18570,exoskeleton,7671,Cretaceous 2
28006,J. Alroy,CC BY,n. gen.,Gigantoaeschnidium,n. sp.,ibericus,,,,,LH-366-R,hindwing,7671,Cretaceous 2
31311,C. Labandeira,CC BY,,Protorthophlebia,n. sp.,obscura,,Orthophlebioides,n. sp.,obscurus,,wing,8912,Jurassic 5
31311,C. Labandeira,CC BY,,Tetraphalerus,n. sp.,grandis,,,,,"2 c; Pl VI, fig. 4",exoskeleton,8912,Jurassic 5
31311,C. Labandeira,CC BY,,Codemus,n. sp.,martynovi,,,,,PIN 1784/37,exoskeleton,8912,Jurassic 5
31311,C. Labandeira,CC BY,,Mesoraphidia,n. sp.,inaequalis,,,,,,exoskeleton,8912,Jurassic 5
31311,C. Labandeira,CC BY,n. gen.,Asionecta,n. sp.,curtipes,,,,,,exoskeleton,8912,Jurassic 5
31311,C. Labandeira,CC BY,n. gen.,Nanophydes,n. sp.,ovatus,,,,,PIN 1789/102,exoskeleton,8912,Jurassic 5
31311,C. Labandeira,CC BY,n. gen.,Necrophasma,n. sp.,shabarovi,,,,,PIN 1789/90,forewing,8912,Jurassic 5
31311,C. Labandeira,CC BY,,Hypnomorphus,n. sp.,confusus,,,,,PIN 1789/213,exoskeleton,8912,Jurassic 5
31311,C. Labandeira,CC BY,,Paramesopsocus,,adibi,,,,,PIN 2784/2096,exoskeleton,8912,Jurassic 5
31311,C. Labandeira,CC BY,,Polyanka,,minuta,,,,,PIN 2904/1339,exoskeleton,8912,Jurassic 5
31311,C. Labandeira,CC BY,n. gen.,Mesohelorus,n. sp.,muchini,,,,,,exoskeleton,8912,Jurassic 5
31311,C. Labandeira,CC BY,n. gen.,Srdiecko,n. sp.,tri,,,,,PIN 1789/39,exoskeleton,8912,Jurassic 5
31311,C. Labandeira,CC BY,,Asiodiplatys,,speciosus,,,,,PIN 2239/376,exoskeleton,8912,Jurassic 5
31311,C. Labandeira,CC BY,,Kulbastavia,n. sp.,macrura,,Anaxyela,n. sp.,macrura,PIN 1789/14,exoskeleton,8912,Jurassic 5
31311,C. Labandeira,CC BY,,Anaglyphites,n. sp.,paulus,,,,,PIN 1789/91,exoskeleton,8912,Jurassic 5
31311,C. Labandeira,CC BY,,Stephanogaster,,longipalpa,,,,,PIN 2066/3388,exoskeleton,8912,Jurassic 5
31311,C. Labandeira,CC BY,n. gen.,Ageratus,n. sp.,ponomarenkoi,,,,,PIN 1789/35,exoskeleton,8912,Jurassic 5
31311,C. Labandeira,CC BY,,Psacodromeus,n. sp.,rugosus,,,,,PIN 1789/214,exoskeleton,8912,Jurassic 5
31311,C. Labandeira,CC BY,n. gen.,Aboilus,n. sp.,fasciatus,,,,,Geological committee collection,tegmen,8912,Jurassic 5
31311,C. Labandeira,CC BY,,Parandrexis,,parvula,,,,,RGI 5017-1,exoskeleton,8912,Jurassic 5
31311,C. Labandeira,CC BY,,Semenovioloides,,capitatus,,,,,PIN 2784/2243,exoskeleton,8912,Jurassic 5
31643,B. Tiffney,,n. gen.,Kvacekia,n. sp.,infuscata,,,,,CGH P1193,forewing,8522,Cenozoic 4
31676,H. Wang,,n. gen.,Oryctoantiquus,n. sp.,borealis,,,,,UCMP PA503/157049,exoskeleton,8537,
31677,H. Wang,,,Palaeopsychops,,dodgeorum,,Neuroptera,,indet.,SFU Q-0422,forewing,8537,Cenozoic 2
31677,H. Wang,,,Eorpa,,sp.,,,,,,,8537,Cenozoic 2
31677,H. Wang,,,Eorpa,n. sp.,jurgeni,,Panorpidae,,indet.,SFU Q-0096,hindwing,8537,Cenozoic 2
31677,H. Wang,,n. gen.,Eosphecium,n. sp.,naumanni,,Sphecidae,,indet.,Q-0423a-b,forewing,8537,Cenozoic 2
31677,H. Wang,,,Palaeopsychops,n. sp.,douglasae,,,,,UAFIC 7794,hindwing,8537,Cenozoic 2
31677,H. Wang,,,Wesmaelius,n. sp.,mathewesi,,Hemerobiidae,,indet.,SFU Q-0092,forewing,8537,Cenozoic 2
31677,H. Wang,,?,Halictus,n. sp.,savenyei,,Halictidae,,indet.,Q-0424a&b,exoskeleton,8537,Cenozoic 2
31677,H. Wang,,cf.,Amara,,sp.,,,,,,,8537,Cenozoic 2
31767,E. Fara,,,Plecia,,splendida,,,,,Marseilles Museum C80,exoskeleton,8517,Cenozoic 4
31767,E. Fara,,n. gen.,Aemodipsus,n. sp.,bornensis,,,,,,,8517,Cenozoic 4
31767,E. Fara,,,Necticus,n. sp.,palustris,,,,,,,8517,Cenozoic 4
31767,E. Fara,,n. gen.,Akulosamphus,n. sp.,montanus,,,,,,,8517,Cenozoic 4
31767,E. Fara,,,Bibio,n. sp.,aymardi,,Dichaneurum,n. sp.,infossum,,,8517,Cenozoic 4
31767,E. Fara,,n. gen.,Stenolestes,n. sp.,ronzonense,n. gen.,Megasemum,n. sp.,ronzonense,,,8517,Cenozoic 4
31767,E. Fara,,,Necticus,n. sp.,minutus,,,,,,,8517,Cenozoic 4
31767,E. Fara,,,Bibio,n. sp.,aymardi,,Dichaneurum,n. sp.,primaevum,,,8517,Cenozoic 4
32201,E. Kowalski,,?,Dolichoderus,,sp.,,,,,,,8673,
34905,D. Smith,CC BY,,Mecynoptera,n. sp.,tuberculata,,,,,BMNH In 18576,wing,49648,Carboniferous 4
34906,D. Smith,CC BY,,Pteronepionites,n. sp.,ambigua,,,,,BMNH I. 2968,wing,47423,Carboniferous 4
34906,D. Smith,CC BY,,Brodia,n. sp.,priscotincta,,Brodia,n. sp.,pictipennis,,wing,47423,Carboniferous 4
34906,D. Smith,CC BY,n. gen.,Geroneura,n. sp.,ovata,,,,,BMNH I. 2965,wing,47423,Carboniferous 4
34906,D. Smith,CC BY,,Brodia,n. sp.,furcata,,,,,BMNH I.2962,wing,47423,Carboniferous 4
34906,D. Smith,CC BY,,Pteronepionites,n. sp.,lepus,,,,,BMNH I. 2969,wing,47423,Carboniferous 4
34906,D. Smith,CC BY,,Brodia,,priscotincta,,Brodia,,nympha,BMNH I.1563,wing,47423,Carboniferous 4
34906,D. Smith,CC BY,,Brodia,n. sp.,priscotincta,,Brodia,n. sp.,nebulosa,BMNH I.2961,wing,47423,Carboniferous 4
34907,D. Smith,CC BY,,Aphthoroblattina,n. sp.,eggintoni,,,,,,wing,47423,Carboniferous 4
34907,D. Smith,CC BY,,Aphthoroblattina,,johnsoni,,,,,,exoskeleton,47423,Carboniferous 4
34966,D. Smith,CC BY,,Dicranomyia,,stagnorum,,,,,,exoskeleton,38741,Cenozoic 3
34966,D. Smith,CC BY,,Tipula,,internecata,,,,,,exoskeleton,38741,Cenozoic 3
34966,D. Smith,CC BY,,Spiladopygia,,exsulata,,Labiduromma,,exsulatum,MCZ 449,exoskeleton,38741,Cenozoic 3
34966,D. Smith,CC BY,,Apion,,pumilum,,,,,,exoskeleton,38741,Cenozoic 3
34966,D. Smith,CC BY,,Balaninus,,minusculus,,,,,,exoskeleton,38741,Cenozoic 3
34966,D. Smith,CC BY,,Smicrorhynchus,,macgeei,,,,,,exoskeleton,38741,Cenozoic 3
34966,D. Smith,CC BY,,Trichocnemis,n. sp.,aliena,,,,,USGS 1660,wing,38741,Cenozoic 3
34966,D. Smith,CC BY,,Cyttaromyia,,princetoniana,,Cyttaromyia,,clathrata,,exoskeleton,38741,Cenozoic 3
34966,D. Smith,CC BY,,Otiorhynchites,n. sp.,absentivus,,,,,,elytra,38741,Cenozoic 3
34966,D. Smith,CC BY,,Anthonomus,,defossus,,,,,,exoskeleton,38741,Cenozoic 3
34966,D. Smith,CC BY,,Tipula,,florissanta,,,,,,exoskeleton,38741,Cenozoic 3
34966,D. Smith,CC BY,,Tipula,,subterjacens,,,,,,exoskeleton,38741,Cenozoic 3
34966,D. Smith,CC BY,,Ophryastites,n. sp.,cinereus,,,,,,elytra,38741,Cenozoic 3
34966,D. Smith,CC BY,,Ceutorhynchus,n. sp.,evinctus,,,,,,exoskeleton,38741,Cenozoic 3
34966,D. Smith,CC BY,,Geralophus,,occultus,,,,,Station 14,exoskeleton,38741,Cenozoic 3
34966,D. Smith,CC BY,,Balaninus,,femoratus,,,,,,exoskeleton,38741,Cenozoic 3
34966,D. Smith,CC BY,,Cicada,n. sp.,grandiosa,,,,,USGS1850,hindwing,38741,Cenozoic 3
35057,D. Smith,CC BY,n. gen.,Diaphpterum,n. sp.,rasnitsyni,,,,,CORD-PZ 3202,exoskeleton,37732,Carboniferous 5
35057,D. Smith,CC BY,,Philiasptilon,n. sp.,huenickeni,,,,,CORD-PZ 2100,wing,37732,Carboniferous 5
35057,D. Smith,CC BY,n. gen.,Rigattoptera,n. sp.,ornellasae,,,,,CORD-PZ-2101,wing,37732,Carboniferous 5
35057,D. Smith,CC BY,,Paranarkemina,n. sp.,kurtzi,,Paranarkemina,n. sp.,velizensis,MUC CORD-PZ-81,wing,37732,Carboniferous 5
35057,D. Smith,CC BY,,Argentinonarkemina,n. sp.,amosi,,Paranarkemina,n. sp.,amosi,CORD-PZ-2106,hindwing,37732,Carboniferous 5
35057,D. Smith,CC BY,n. gen.,Velisoptera,n. sp.,taschi,,,,,CORD-PZ-2098,exoskeleton,37732,Carboniferous 5
36969,J. Alroy,CC BY,,Ephemeropsis,,trisetalis,,,,,,nymph,9884,
44954,D. Bottjer,CC BY,,Melanoplus,,differentialis,,,,,,,47704,Cenozoic 6
44954,D. Bottjer,CC BY,,Hydrophilus,,sp.,,,,,,,47704,Cenozoic 6
45193,M. Carrano,CC BY,n. gen.,Pseudocymatophlebia,n. sp.,hennigi,,,,,MNEMG 1996.224,forewing,11817,Cretaceous 2
45193,M. Carrano,CC BY,,Pterinoblattina,n. sp.,proudlovei,,Valdipsychops,n. sp.,proudlovei,MNEMG 2009.37,wing,11817,Cretaceous 2
45193,M. Carrano,CC BY,n. gen.,Athericites,n. sp.,gordoni,,,,,BMB 023835,wing,11817,Cretaceous 2
45193,M. Carrano,CC BY,,Brochocoleus,n. sp.,crowsonae,,,,,BMNH II 3060.1,elytra,11817,Cretaceous 2
45193,M. Carrano,CC BY,,Zygadenia,,angliae,,,,,NHM In. 3523,elytra,11817,Cretaceous 2
45193,M. Carrano,CC BY,,Panorpidium,,bimaculatum,,,,,BMB 016391/-2,tegmen,11817,Cretaceous 2
45193,M. Carrano,CC BY,,Archisphex,,boothi,,,,,BMB 014895/6,forewing,11817,Cretaceous 2
45193,M. Carrano,CC BY,n. gen.,Micropsychops,n. sp.,parallelus,,,,,BMNH Pal.PI II 1518ab,forewing,11817,Cretaceous 2
45193,M. Carrano,CC BY,,Manlaya,n. sp.,ockleyensis,,,,,BMB 016405/6,forewing,11817,Cretaceous 2
45193,M. Carrano,CC BY,,Cionocoleus,n. sp.,watsoni,,,,,BMB 018806,elytra,11817,Cretaceous 2
45193,M. Carrano,CC BY,,Pterinoblattina,n. sp.,brigidae,,Valdipsychops,n. sp.,brigidae,MNEMG 2009.36,forewing,11817,Cretaceous 2
45193,M. Carrano,CC BY,n. gen.,Mesochlorogomphus,n. sp.,crabbi,,,,,MNEMG 2008.27,hindwing,11817,Cretaceous 2
45193,M. Carrano,CC BY,,Pterinoblattina,,sp.,,Valdipsychops,,sp.,,,11817,Cretaceous 2
45193,M. Carrano,CC BY,,Athericites,n. sp.,kensmithi,,,,,NHM In 64655,wing,11817,Cretaceous 2
45193,M. Carrano,CC BY,,Brochocoleus,n. sp.,keenani,,,,,BMNH II 3060.2,elytra,11817,Cretaceous 2
45193,M. Carrano,CC BY,n. gen.,Speculogryllus,n. sp.,acutispeculum,,,,,MNEMG 2003.47,tegmen,11817,Cretaceous 2
45193,M. Carrano,CC BY,,Lleidoaeschnidium,n. sp.,maculatum,,,,,MNEMG S 1580,hindwing,11817,Cretaceous 2
45193,M. Carrano,CC BY,n. gen.,Cretapsychops,n. sp.,corami,,,,,BMNH Pal.PI II 1555a,forewing,11817,Cretaceous 2
45193,M. Carrano,CC BY,,Cionocoleus,n. sp.,elizabethae,,,,,NHM I I3054,elytra,11817,Cretaceous 2
45193,M. Carrano,CC BY,n. gen.,Cretaneophya,n. sp.,strevensi,,,,,BMB 018811/-2,wing,11817,Cretaceous 2
45193,M. Carrano,CC BY,n. gen.,Pterinoblattina,n. sp.,logunovi,n. gen.,Valdipsychops,n. sp.,logunovi,"BMNH Pal.PI II 1551a,b",forewing,11817,Cretaceous 2
45193,M. Carrano,CC BY,,Cretarchistigma,,greenwoodi,,,,,BMB 018754/5,forewing,11817,Cretaceous 2
48940,M. Carrano,,,Ephemeropsis,,sp.,,,,,,,13060,Cretaceous 2
49663,W. Kiessling,CC BY,n. gen.,Pseudobiella,n. sp.,fasciata,,,,,USNM 170366,exoskeleton,13324,Carboniferous 5
49663,W. Kiessling,CC BY,n. gen.,Madera,n. sp.,mamayi,,,,,USNM 170365,exoskeleton,13324,Carboniferous 5
50035,D. Bottjer,,,Stolotermes,n. sp.,kupe,,,,,OU 44560,forewing,38656,Cenozoic 5
50035,D. Bottjer,,,Aneurus,,sp.,,,,,,,38656,Cenozoic 5
55493,M. Carrano,,n. gen.,Yalea,n. sp.,argentata,n. gen.,Yala,n. sp.,argentata,YPM 16826,exoskeleton,35553,Triassic 4
55493,M. Carrano,,,Architipula,n. sp.,youngi,,,,,YPM 35968,exoskeleton,35553,Triassic 4
55493,M. Carrano,,,Leehermania,,prorova,,,,,VMNH 734,exoskeleton,35553,Triassic 4
55493,M. Carrano,,n. gen.,Alinka,n. sp.,cara,,,,,YPM 100 000,exoskeleton,35553,Triassic 4
55493,M. Carrano,,n. gen.,Pseudopolycentropodes,,virginicus,,,,,VMNH 730,exoskeleton,35553,Triassic 4
63512,T. Olszewski,CC BY,,Chauliodites,n. sp.,fuyuanensis,,Tomia,n. sp.,fuyuanensis,FQ 36 no. 51619,forewing,33770,Triassic 1
67711,J. Alroy,CC BY,n. gen.,Stephenbrooksia,n. sp.,multifurcata,,,,,Madsen 4-2000,wing,48578,Cenozoic 2
67711,J. Alroy,CC BY,n. gen.,Probittacomorpha,n. sp.,christenseni,,,,,Moler Museum 6-2295,exoskeleton,48578,Cenozoic 2
67711,J. Alroy,CC BY,,Siphonophoroides,n. sp.,madseni,,,,,Madsen 14M-5526,exoskeleton,48578,Cenozoic 2
68174,P. Holroyd,CC BY,,Plecia,,sp.,,,,,,,19606,Cenozoic 2
68475,J. Alroy,CC BY,cf.,Hirmoneura,,sp.,,,,,,,19719,Cenozoic 2
68475,J. Alroy,CC BY,,Comptosia,n. sp.,pria,,,,,MEI 12852,exoskeleton,19719,Cenozoic 2
73687,M. Carrano,,,Ephemeropsis,,trisetalis,,,,,,nymph,34144,Cretaceous 3
73687,M. Carrano,,,Sinoelaterium,,sp.,,,,,,,34144,Cretaceous 3
73687,M. Carrano,,,Sinoblatta,,laiyangensis,,,,,,exoskeleton,34144,Cretaceous 3
73687,M. Carrano,,,Chresmoda,,sp.,,,,,,,34144,Cretaceous 3
73687,M. Carrano,,,Mesolygaeus,,sp.,,,,,,,34144,Cretaceous 3
74972,D. Smith,,,Sharategia,n. sp.,baldocki,,,,,MNEMG 2003.50,tegmen,25291,Cretaceous 2
74972,D. Smith,,,Sinonemestrius,n. sp.,akirai,,,,,"MNEMG 2000.39 a, b",forewing,25291,Cretaceous 2
74972,D. Smith,,n. gen.,Valditermes,n. sp.,brenanae,,,,,In. 64588 BMNH,forewing,25291,Cretaceous 2
74972,D. Smith,,,Plesigomphaeschnaoides,n. sp.,pindelskii,,,,,MNEMG 1996.223,hindwing,25291,Cretaceous 2
74972,D. Smith,,n. gen.,Aenigmoilus,n. sp.,minutus,,,,,MNEMG 2003.41,tegmen,25291,Cretaceous 2
74972,D. Smith,,,Sharategia,n. sp.,batchelorae,,,,,MNEMG 2003.49,tegmen,25291,Cretaceous 2
74972,D. Smith,,?,Araripegryllus,n. sp.,orientalis,,,,,MNEMG 2003.51,tegmen,25291,Cretaceous 2
74972,D. Smith,,,Panorpidium,,bimaculatum,,,,,BMB 016391/-2,tegmen,25291,Cretaceous 2
74972,D. Smith,,?,Valdaeshna,n. sp.,andressi,,,,,MNEMG 1996.222,hindwing,25291,Cretaceous 2
74972,D. Smith,,,Coleopteron,n. sp.,semicrematus,,,,,MNEMG 2002.5[CH 873v],elytra,25291,Cretaceous 2
74972,D. Smith,,,Notocearagryllus,,britannicus,,,,,BMB 018615/-6,tegmen,25291,Cretaceous 2
74972,D. Smith,,,Cretaneophya,,strevensi,,,,,BMB 018811/-2,wing,25291,Cretaceous 2
74973,D. Smith,,,Pterinoblattina,n. sp.,maculosa,,Valdipsychops,n. sp.,maculosus,BMB 018575-6,forewing,25290,Cretaceous 2
74973,D. Smith,,,Anglogryllus,n. sp.,rotundispeculum,,,,,BMB 018633/-4,tegmen,25290,Cretaceous 2
74973,D. Smith,,n. gen.,Protohemerobius,n. sp.,perexiguus,,,,,BMB 018581-2,forewing,25290,Cretaceous 2
74973,D. Smith,,n. gen.,Pseudaboilus,n. sp.,wealdensis,,,,,BMB 014910,tegmen,25290,Cretaceous 2
74973,D. Smith,,,Cretarchistigma,,greenwoodi,,,,,BMB 018754/5,forewing,25290,Cretaceous 2
74973,D. Smith,,,Notocearagryllus,n. sp.,britannicus,,,,,BMB 018615/-6,tegmen,25290,Cretaceous 2
74973,D. Smith,,,Cretaneophya,,strevensi,,,,,BMB 018811/-2,wing,25290,Cretaceous 2
74973,D. Smith,,n. gen.,Protosmylina,n. sp.,bifasciata,,,,,BMB 018569-70,forewing,25290,Cretaceous 2
74973,D. Smith,,n. gen.,Anglogryllus,n. sp.,lyristes,,,,,MNEMG 2003.46,tegmen,25290,Cretaceous 2
74973,D. Smith,,?,Psychopsites,,sp.,,,,,,,25290,Cretaceous 2
74973,D. Smith,,,Deinovitimia,n. sp.,occidentalis,,,,,BMB 018628/-9,tegmen,25290,Cretaceous 2
74973,D. Smith,,n. gen.,Valdaeshna,n. sp.,surreyensis,,,,,"In. 64632a,b BMNH",exoskeleton,25290,Cretaceous 2
74973,D. Smith,,?,Angloaeschnidium,n. sp.,lacaui,,,,,BMB 018672-018673,wing,25290,Cretaceous 2
74973,D. Smith,,,Cordulagomphus,n. sp.,europaeus,,,,,BMB 018649-50,forewing,25290,Cretaceous 2
74973,D. Smith,,,Panorpidium,,bimaculatum,,,,,BMB 016391/-2,tegmen,25290,Cretaceous 2
74973,D. Smith,,n. gen.,Tettigoilus,n. sp.,sonorus,,,,,MNEMG 2003.43,tegmen,25290,Cretaceous 2
