"","specimen_no","occurrence_no","reference_no","specimen_id","sex","specimen_part","is_type","measurement_no","measurement_type","average"
"555",30013,"1003861",38897,"O. hellenis Oeningen type","NULL","elytron","holotype",55109,"length","6.6"
"557",30015,"1003862",38897,"O. protogeniae Oeningen type","NULL","elytron","holotype",55111,"width","3.4"
"558",30015,"1003862",38897,"O. protogeniae Oeningen type","NULL","elytron","holotype",55112,"length","7.9"
"560",30017,"1003863",38897,"O. amphyctionis Oeningen type","NULL","elytron","holotype",55114,"width","5.6"
"561",30017,"1003863",38897,"O. amphyctionis Oeningen type","NULL","elytron","holotype",55115,"length","8.5"
"562",30018,"1003904",38897,"G. japeti Oeningen type","NULL","elytron","holotype",55116,"width","2.1"
"563",30018,"1003904",38897,"G. japeti Oeningen type","NULL","elytron","holotype",55117,"length","5.6"
"565",30020,"1003920",38897,"C. pandorae Oeningen type","NULL","elytron","holotype",55119,"length","4.2"
"568",30022,"1003864",38897,"C. andromeda Oeningen type","NULL","elytron","holotype",55122,"width","3.2"
"569",30022,"1003864",38897,"C. andromeda Oeningen type","NULL","elytron","holotype",55123,"length","5.6"
"571",30024,"1003897",38897,"C. hesione Oeningen type","NULL","elytron","holotype",55125,"width","2.6"
"572",30024,"1003897",38897,"C. hesione Oeningen type","NULL","elytron","holotype",55126,"length","4.8"
"574",30026,"1003866",38897,"C. perses Oeningen type","NULL","elytron","holotype",55128,"length","3.7"
"576",30028,"1003898",38897,"H. sinis Oeningen type","NULL","elytron","holotype",55130,"width","2.5"
"577",30028,"1003898",38897,"H. sinis Oeningen type","NULL","elytron","holotype",55131,"length","6.9"
"579",32796,"1007400",39168,"NULL","NULL","elytron","holotype",60212,"length","14.8"
"584",32799,"1007403",39168,"NULL","NULL","elytron","holotype",60217,"length","6.4"
"587",32802,"1007405",39168,"NULL","NULL","tegmen","holotype",60220,"width","2.8"
"588",32802,"1007405",39168,"NULL","NULL","tegmen","holotype",60221,"length","12.7"
"591",32804,"1007406",39168,"NULL","NULL","tegmen","holotype",60224,"width","1.4"
"592",32804,"1007406",39168,"NULL","NULL","tegmen","holotype",60225,"length","6.4"
"595",32806,"1007407",39168,"NULL","NULL","forewing","holotype",60228,"length","7.4"
"596",46424,"1018445",37344,"NULL","NULL","wing","holotype",90582,"width","2.1"
"597",46424,"1018445",37344,"NULL","NULL","wing","holotype",90583,"length","4.5"
"600",18331,"879832",33308,"MCZ 4895ab","NULL","forewing","holotype",35750,"width","10.5"
"601",18331,"879832",33308,"MCZ 4895ab","NULL","forewing","holotype",35751,"length","34"
"602",18332,"880136",33326,"UC Boulder MC 1a","NULL","hindwing","holotype",35752,"width","14"
"603",18332,"880136",33326,"UC Boulder MC 1a","NULL","hindwing","holotype",35753,"length","49"
"604",18333,"880125",33326,"UC Boulder J 105b","NULL","forewing","holotype",35754,"width","4.5"
"605",18333,"880125",33326,"UC Boulder J 105b","NULL","forewing","holotype",35755,"length","13.65"
"606",18341,"880129",33326,"UC Boulder J 127a","NULL","wing","holotype",35770,"width","1.8"
"607",18341,"880129",33326,"UC Boulder J 127a","NULL","wing","holotype",35771,"length","3.95"
"608",18889,"215149",4978,"MCZ 4024","NULL","wing","holotype",36688,"length","330"
"609",19314,"909178",34785,"Perm University N 2/103","male","forewing","holotype",37337,"width","3.8"
"610",19314,"909178",34785,"Perm University N 2/103","male","forewing","holotype",37338,"length","12.5"
"611",19323,"909318",34788,"CNU-NEU-NN2010207","NULL","hindwing","holotype",37354,"width","11.2"
"612",19323,"909318",34788,"CNU-NEU-NN2010207","NULL","hindwing","holotype",37355,"length","28.7"
"613",19324,"909319",34788,"CNU-NEU-NN2010208","NULL","hindwing","holotype",37356,"width","7.5"
"614",19324,"909319",34788,"CNU-NEU-NN2010208","NULL","hindwing","holotype",37357,"length","25.2"
"615",19395,"911651",40764,"SMNS 66607","male","forewing","holotype",37468,"length","34.2"
"616",19404,"911653",34848,"SMF VI 876","NULL","forewing","holotype",37481,"length","31.5"
"617",19423,"911657",34848,"SMNS 66617","NULL","forewing","holotype",37506,"length","58.6"
"618",19468,"912227",34874,"CNU-NEUNN2009002","NULL","hindwing","holotype",37574,"width","32"
"619",19468,"912227",34874,"CNU-NEUNN2009002","NULL","hindwing","holotype",37575,"length","49"
"620",19469,"912228",34874,"CNU-NEUNN2009003","NULL","hindwing","holotype",37576,"width","25"
"621",19469,"912228",34874,"CNU-NEUNN2009003","NULL","hindwing","holotype",37577,"length","38"
"622",19470,"912208",34870,"PIN 3145/2006","NULL","elytron","holotype",37578,"width","3"
"623",19470,"912208",34870,"PIN 3145/2006","NULL","elytron","holotype",37579,"length","11.8"
"624",19513,"913455",35033,"HU 38330","NULL","forewing","holotype",37653,"width","16.9"
"625",19513,"913455",35033,"HU 38330","NULL","forewing","holotype",37654,"length","51"
"626",19583,"913812",34948,"CNU-P-NX2008001","NULL","forewing","holotype",37753,"width","8.2"
"627",19583,"913812",34948,"CNU-P-NX2008001","NULL","forewing","holotype",37754,"length","29.4"
"628",19590,"913880",34952,"NULL","NULL","forewing","holotype",37763,"length","120"
"629",19610,"913890",34954,"MNHN.F.R51062","NULL","forewing","holotype",37795,"length","70"
"630",19619,"913895",49236,"MNHN.F.R51214","NULL","hindwing","holotype",37811,"width","12"
"631",19619,"913895",49236,"MNHN.F.R51214","NULL","hindwing","holotype",37812,"length","38"
"632",19621,"913899",49001,"MNHN-DHT-R52936","NULL","forewing","holotype",37815,"width","8.6"
"633",19621,"913899",49001,"MNHN-DHT-R52936","NULL","forewing","holotype",37816,"length","26.7"
"634",19622,"913900",34959,"MNHN-DHT-R51291","NULL","forewing","holotype",37817,"width","10.9"
"635",19622,"913900",34959,"MNHN-DHT-R51291","NULL","forewing","holotype",37818,"length","34.7"
"636",19626,"913904",34959,"MNHN-DHT-R51181","NULL","forewing","holotype",37825,"width","7.8"
"637",19626,"913904",34959,"MNHN-DHT-R51181","NULL","forewing","holotype",37826,"length","26"
"638",19641,"913941",34962,"CNU-H-NN2007006","NULL","hindwing","holotype",37852,"width","12"
"639",19641,"913941",34962,"CNU-H-NN2007006","NULL","hindwing","holotype",37853,"length","20"
"640",19644,"913943",34963,"NIGP 140536","NULL","hindwing","holotype",37858,"width","18"
"641",19644,"913943",34963,"NIGP 140536","NULL","hindwing","holotype",37859,"length","24"
"642",19646,"913945",34963,"NIGP 140540","NULL","hindwing","holotype",37862,"width","12"
"643",19646,"913945",34963,"NIGP 140540","NULL","hindwing","holotype",37863,"length","17"
"644",19651,"913948",34963,"NIGP 140548","NULL","hindwing","holotype",37872,"width","13"
"645",19651,"913948",34963,"NIGP 140548","NULL","hindwing","holotype",37873,"length","21"
"646",19652,"913949",34965,"NIGP NND04021","NULL","forewing","holotype",37874,"width","10.4"
"647",19652,"913949",34965,"NIGP NND04021","NULL","forewing","holotype",37875,"length","22.1"
"648",19653,"913950",34965,"NIGP NND04033","NULL","forewing","holotype",37876,"width","23.8"
"649",19653,"913950",34965,"NIGP NND04033","NULL","forewing","holotype",37877,"length","51.2"
"650",19656,"913952",34965,"NIGP NND04116","NULL","forewing","holotype",37882,"width","16.1"
"651",19656,"913952",34965,"NIGP NND04116","NULL","forewing","holotype",37883,"length","34.5"
"652",19657,"913953",34965,"NIGP NND04052","NULL","forewing","holotype",37884,"width","23.5"
"653",19657,"913953",34965,"NIGP NND04052","NULL","forewing","holotype",37885,"length","60.1"
"654",19658,"913954",34965,"NIGP NND04134","NULL","hindwing","holotype",37886,"width","15"
"655",19658,"913954",34965,"NIGP NND04134","NULL","hindwing","holotype",37887,"length","21.2"
"656",19696,"913957",34966,"NIGP 147892","NULL","forewing","holotype",37960,"width","17.1"
"657",19696,"913957",34966,"NIGP 147892","NULL","forewing","holotype",37961,"length","37.5"
"658",19710,"913962",34970,"CNU-H-NN2006006","NULL","forewing","holotype",37988,"width","16"
"659",19710,"913962",34970,"CNU-H-NN2006006","NULL","forewing","holotype",37989,"length","39"
"660",19711,"913963",34970,"CNU-H-NN2006010","NULL","forewing","holotype",37990,"width","21"
"661",19711,"913963",34970,"CNU-H-NN2006010","NULL","forewing","holotype",37991,"length","51"
"662",19719,"913967",34973,"NIGP 141369","NULL","hindwing","holotype",38004,"width","18"
"663",19719,"913967",34973,"NIGP 141369","NULL","hindwing","holotype",38005,"length","29"
"664",19720,"913968",34973,"NIGP 141370","NULL","hindwing","holotype",38006,"width","15"
"665",19720,"913968",34973,"NIGP 141370","NULL","hindwing","holotype",38007,"length","30"
"666",19743,"913972",34975,"NIGP 149407","NULL","forewing","holotype",38043,"width","10.1"
"667",19743,"913972",34975,"NIGP 149407","NULL","forewing","holotype",38044,"length","25.8"
"668",19747,"913973",34976,"CNU-H-NN2006094","NULL","forewing","holotype",38051,"width","19"
"669",19747,"913973",34976,"CNU-H-NN2006094","NULL","forewing","holotype",38052,"length","40"
"670",19751,"913942",34977,"CNU-H-NN2005001","NULL","forewing","holotype",38059,"width","23"
"671",19751,"913942",34977,"CNU-H-NN2005001","NULL","forewing","holotype",38060,"length","42"
"672",19752,"913955",34977,"CNU-H-NN2005003","NULL","forewing","holotype",38061,"width","24"
"673",19752,"913955",34977,"CNU-H-NN2005003","NULL","forewing","holotype",38062,"length","52"
"674",19753,"913975",34977,"CNU-H-NN2005003","NULL","forewing","holotype",38063,"width","22"
"675",19753,"913975",34977,"CNU-H-NN2005003","NULL","forewing","holotype",38064,"length","45"
"676",19780,"915310",35008,"NHM I.19064","NULL","tegmen","holotype",38106,"width","30.6"
"677",19780,"915310",35008,"NHM I.19064","NULL","tegmen","holotype",38107,"length","95"
"678",19785,"915308",35008,"NHM I.11955","NULL","tegmen","holotype",38114,"width","8.3"
"679",19785,"915308",35008,"NHM I.11955","NULL","tegmen","holotype",38115,"length","40"
"680",19861,"915505",37557,"PIN 100/9","NULL","forewing","holotype",38225,"length","45"
"681",19861,"915505",37557,"PIN 100/9","NULL","forewing","holotype",38227,"width","13"
"682",19923,"915717",44888,"GPI EMAU 123/88","NULL","forewing","holotype",38321,"width","3.5"
"683",19923,"915717",44888,"GPI EMAU 123/88","NULL","forewing","holotype",38322,"length","9.8"
"684",19989,"919940",37557,"PIN 100/10","NULL","forewing","holotype",38420,"length","17"
"685",20013,"916114",35087,"PIN 3353/372","NULL","forewing","holotype",38463,"length","24"
"686",20042,"916197",35095,"PIN 3353/368","NULL","forewing","holotype",38516,"length","13"
"687",20050,"916208",35099,"NIGPAS 133712","male","hindwing","holotype",38528,"width","14.7"
"688",20050,"916208",35099,"NIGPAS 133712","male","hindwing","holotype",38529,"length","65.4"
"689",20079,"916389",35109,"NIGP 148315","NULL","forewing","holotype",38573,"width","10.9"
"690",20079,"916389",35109,"NIGP 148315","NULL","forewing","holotype",38574,"length","48.6"
"691",20084,"919771",35124,"MVR 235/05","NULL","hindwing","holotype",38581,"width","18"
"692",20084,"919771",35124,"MVR 235/05","NULL","hindwing","holotype",38582,"length","50"
"693",20117,"919959",35656,"PIUC 402-1","NULL","forewing","holotype",38640,"length","16"
"694",20119,"919961",37214,"PRE/F 19623","NULL","forewing","holotype",38642,"length","20"
"695",20124,"919967",37267,"BP/2/20997","NULL","forewing","holotype",38647,"length","21.5"
"696",20167,"920101",36456,"PIN 2334/5","NULL","hindwing","holotype",38710,"width","27"
"697",20167,"920101",36456,"PIN 2334/5","NULL","hindwing","holotype",38711,"length","130"
"698",20254,"921221",5848,"UnG-030","NULL","tegmen","holotype",38812,"width","3.5"
"699",20254,"921221",5848,"UnG-030","NULL","tegmen","holotype",38813,"length","23"
"700",20256,"921241",5848,"DPNM CD-I-127","NULL","tegmen","holotype",38816,"length","25"
"701",20314,"921490",35239,"ADR-0315-I","NULL","hindwing","holotype",38912,"width","7.5"
"702",20314,"921490",35239,"ADR-0315-I","NULL","hindwing","holotype",38913,"length","36.1"
"703",20372,"923775",35297,"BMNH In. 64532","NULL","forewing","holotype",39009,"width","12"
"704",20372,"923775",35297,"BMNH In. 64532","NULL","forewing","holotype",39010,"length","87"
"705",20392,"911649",35206,"MNHN-LP.R.55194","NULL","forewing","holotype",39041,"width","13.7"
"706",20392,"911649",35206,"MNHN-LP.R.55194","NULL","forewing","holotype",39042,"length","66.6"
"707",20398,"923938",38359,"PIN 3145/672","NULL","forewing","holotype",39052,"length","43.5"
"708",20474,"926268",35206,"MCZ 6234(6235)","NULL","forewing","holotype",39183,"width","10.7"
"709",20474,"926268",35206,"MCZ 6234(6235)","NULL","forewing","holotype",39184,"length","49.5"
"710",20524,"926284",35206,"JME AP 1997/4a,b","NULL","hindwing","holotype",39268,"width","9.3"
"711",20524,"926284",35206,"JME AP 1997/4a,b","NULL","hindwing","holotype",39269,"length","29.3"
"712",20546,"926294",38382,"MNEMG 1995.171a,b","NULL","forewing","holotype",39309,"length","31.6"
"713",20547,"926295",38359,"PIN 1989/1495","NULL","hindwing","holotype",39310,"length","48"
"714",20550,"926297",8445,"PIN 2554/211","NULL","hindwing","holotype",39315,"width","13.1"
"715",20550,"926297",8445,"PIN 2554/211","NULL","hindwing","holotype",39316,"length","42.3"
"716",20587,"926318",35354,"AMNH 43262","NULL","wing","holotype",39360,"width","6.7"
"717",20587,"926318",35354,"AMNH 43262","NULL","wing","holotype",39361,"length","19.5"
"718",20590,"926320",35354,"AMNH 53268","NULL","hindwing","holotype",39366,"width","12"
"719",20590,"926320",35354,"AMNH 53268","NULL","hindwing","holotype",39367,"length","46"
"720",20750,"929191",35339,"PIN 2066/301","NULL","wing","holotype",39590,"length","28"
"721",20845,"929965",35493,"MNEMG A75 (neotype)","NULL","hindwing","holotype",39742,"width","14.7"
"722",20845,"929965",35493,"MNEMG A75 (neotype)","NULL","hindwing","holotype",39743,"length","39"
"723",20880,"930047",38359,"PIN 1989/955","NULL","hindwing","holotype",39808,"width","14.5"
"724",20880,"930047",38359,"PIN 1989/955","NULL","hindwing","holotype",39809,"length","45"
"725",20944,"930057",35493,"LEIUG 1155858","NULL","forewing","holotype",39895,"width","19.2"
"726",20944,"930057",35493,"LEIUG 1155858","NULL","forewing","holotype",39896,"length","60.6"
"727",20948,"930061",35493,"ADR-0036 I-A, I-B","NULL","hindwing","holotype",39903,"width","12.4"
"728",20948,"930061",35493,"ADR-0036 I-A, I-B","NULL","hindwing","holotype",39904,"length","42"
"729",21141,"932536",35672,"CNU LB93003","NULL","tegmen","holotype",40243,"width","8"
"730",21141,"932536",35672,"CNU LB93003","NULL","tegmen","holotype",40244,"length","24"
"731",21147,"932542",35672,"BL91042/3","NULL","forewing","holotype",40255,"width","3.5"
"732",21147,"932542",35672,"BL91042/3","NULL","forewing","holotype",40256,"length","12"
"733",21214,"934015",35752,"YPM 204902","NULL","forewing","holotype",40364,"width","7.4"
"734",21214,"934015",35752,"YPM 204902","NULL","forewing","holotype",40365,"length","25"
"735",21220,"934240",5080,"YPM 40","NULL","forewing","holotype",40374,"width","16.2"
"736",21220,"934240",5080,"YPM 40","NULL","forewing","holotype",40375,"length","45"
"737",21282,"934954",35790,"PE 2000/45a+b","NULL","hindwing","holotype",40469,"width","3.78"
"738",21282,"934954",35790,"PE 2000/45a+b","NULL","hindwing","holotype",40470,"length","18.3"
"739",21356,"936069",35871,"PIN 2781/349","NULL","forewing","holotype",40600,"width","3.2"
"740",21356,"936069",35871,"PIN 2781/349","NULL","forewing","holotype",40601,"length","8.5"
"741",21693,"938527",35656,"GPIBC fig 340","NULL","wing","holotype",41217,"width","10.7"
"742",21693,"938527",35656,"GPIBC fig 340","NULL","wing","holotype",41218,"length","16.3"
"743",21995,"938572",37201,"NULL","NULL","forewing","holotype",41799,"width","3"
"744",21995,"938572",37201,"NULL","NULL","forewing","holotype",41800,"length","8"
"745",22179,"938242",35656,"SNM W 12","NULL","wing","holotype",42089,"width","9"
"746",22179,"938242",35656,"SNM W 12","NULL","wing","holotype",42090,"length","28.5"
"747",22266,"933730",37201,"NULL","NULL","wing","holotype",42242,"width","15"
"748",22266,"933730",37201,"NULL","NULL","wing","holotype",42243,"length","48"
"749",22347,"948395",36386,"GPI EMAU 123/94","NULL","wing","holotype",42394,"width","1.2"
"750",22347,"948395",36386,"GPI EMAU 123/94","NULL","wing","holotype",42395,"length","2.9"
"751",22361,"949216",36400,"CNU-NEU-NN2009026","NULL","forewing","holotype",42420,"width","38"
"752",22361,"949216",36400,"CNU-NEU-NN2009026","NULL","forewing","holotype",42421,"length","70"
